cat__Type of Travel_Personal Travel,cat__Class_Eco,remainder__id,remainder__Flight Distance,remainder__Inflight wifi service,remainder__Ease of Online booking,remainder__Online boarding,remainder__Seat comfort,remainder__Inflight entertainment,remainder__On-board service,remainder__Leg room service,remainder__Baggage handling,remainder__Cleanliness,Comfort_Per_Mile
0.0,1.0,701.0,270.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,5.0,1.0,5.405405405405405
0.0,1.0,61726.0,1379.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,2.2537750732476898
1.0,1.0,11107.0,667.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,2.0,3.476749239461104
0.0,0.0,98946.0,569.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.979073243647235
0.0,0.0,54707.0,2201.0,2.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0281037230189773
0.0,0.0,12138.0,2579.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.7465472191116087
0.0,1.0,79622.0,762.0,1.0,0.0,0.0,4.0,4.0,1.0,3.0,2.0,4.0,4.253673627223511
0.0,0.0,126986.0,651.0,1.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,2.0,3.1069684864624945
0.0,0.0,22359.0,3220.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,0.8032128514056224
1.0,1.0,1053.0,164.0,5.0,5.0,5.0,1.0,1.0,5.0,3.0,5.0,1.0,6.313131313131313
0.0,0.0,58626.0,2449.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.1769321302471558
1.0,0.0,79153.0,226.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,15.337423312883436
0.0,0.0,120061.0,683.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,5.0,1.0,4.257130693912303
0.0,0.0,1535.0,922.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.240052185257665
0.0,0.0,5343.0,1721.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.3796448837635
0.0,1.0,69018.0,1389.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,2.6863666890530555
0.0,1.0,47877.0,846.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.8759689922480622
0.0,0.0,61919.0,3363.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,1.155067860236789
0.0,0.0,121797.0,366.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,7.1530758226037205
1.0,1.0,111082.0,197.0,3.0,3.0,3.0,1.0,3.0,5.0,4.0,5.0,3.0,8.97867564534231
0.0,0.0,97775.0,471.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,7.589025102159954
1.0,1.0,117501.0,507.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.196595277320154
0.0,0.0,25362.0,1975.0,1.0,1.0,5.0,5.0,5.0,2.0,1.0,4.0,5.0,1.7670682730923692
1.0,1.0,28263.0,1542.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0150223304912709
0.0,0.0,117860.0,1875.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.8565400843881847
1.0,1.0,97979.0,612.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,3.0,2.0,3.745318352059925
0.0,1.0,112146.0,895.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.6800670016750416
0.0,0.0,79864.0,3430.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.3220018885741265
0.0,0.0,110544.0,2553.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.7538635506973238
1.0,1.0,106411.0,551.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.09626216077829
0.0,0.0,29163.0,978.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0,2.1645021645021645
1.0,0.0,109601.0,861.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,3.121748178980229
0.0,0.0,53482.0,3574.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,0.7258210851025222
0.0,0.0,33666.0,399.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.676018704074816
1.0,1.0,9978.0,515.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.9620596205962055
1.0,1.0,103340.0,1139.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,5.0,2.9593758407317727
0.0,1.0,52189.0,261.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,12.003693444136657
1.0,1.0,5930.0,173.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,2.0,5.0,17.094017094017094
1.0,1.0,126374.0,507.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,4.0,5.0,6.589785831960461
0.0,1.0,47871.0,834.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.498215560314062
0.0,0.0,81967.0,1522.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.4385532264693794
1.0,0.0,83564.0,936.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.217503217503217
0.0,0.0,123649.0,214.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,13.800424628450106
0.0,0.0,36822.0,2797.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.610861811068922
0.0,0.0,25465.0,1609.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,2.730641700799688
1.0,1.0,116424.0,372.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,9.180790960451978
0.0,1.0,18050.0,488.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,6.235827664399093
0.0,1.0,10664.0,482.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,4.009163802978237
0.0,0.0,84571.0,2486.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,1.804588811549368
0.0,1.0,123883.0,144.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,5.0,4.0,12.295081967213116
0.0,0.0,46898.0,3194.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,0.7083586318558996
0.0,0.0,106549.0,719.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.884004884004884
0.0,0.0,72112.0,2014.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,0.946073793755913
0.0,0.0,110405.0,2078.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6121824303642486
0.0,0.0,122416.0,1916.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.314814814814815
0.0,1.0,89152.0,908.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,2.645502645502645
1.0,1.0,30883.0,1546.0,2.0,3.0,3.0,1.0,1.0,4.0,5.0,4.0,1.0,1.4175779667881734
0.0,0.0,116825.0,647.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,2.0,5.0,5.35475234270415
0.0,0.0,28597.0,2614.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.4738393515106851
1.0,1.0,30150.0,82.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,23.80952380952381
1.0,1.0,128969.0,414.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,3.0,5.0,4.539559014267185
0.0,0.0,80975.0,3472.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,1.3064576334453155
1.0,0.0,16042.0,780.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,4.545454545454546
1.0,1.0,4511.0,551.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,5.0,4.0,5.120327700972863
0.0,0.0,100661.0,889.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.055611729019211
1.0,1.0,27526.0,956.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,4.0,3.156565656565657
0.0,1.0,33593.0,413.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,7.14749837556855
0.0,1.0,38757.0,354.0,1.0,0.0,0.0,3.0,4.0,5.0,3.0,4.0,4.0,7.342143906020559
1.0,1.0,57783.0,2704.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,0.5943889681407513
0.0,0.0,129372.0,2454.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.8271991647089527
0.0,0.0,126787.0,2296.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,1.669449081803005
0.0,0.0,104125.0,3322.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,1.168907071887785
0.0,0.0,101248.0,1587.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.1855364552459988
0.0,1.0,29235.0,834.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.282655246252677
0.0,0.0,37898.0,2096.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,1.9732847601700056
0.0,0.0,18466.0,3437.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,1.03666006973895
0.0,0.0,72821.0,1013.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.593890386343217
1.0,1.0,128899.0,2454.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.1746280344557556
1.0,1.0,1285.0,134.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,5.698005698005697
1.0,1.0,116257.0,390.0,2.0,2.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,8.16326530612245
1.0,1.0,84137.0,782.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.6455026455026456
1.0,0.0,92664.0,453.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,1.0,4.219409282700422
0.0,0.0,80553.0,1747.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.346146904890813
0.0,1.0,127348.0,107.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,17.713365539452493
1.0,1.0,104434.0,1011.0,5.0,5.0,5.0,1.0,1.0,5.0,2.0,2.0,1.0,1.2001200120012
1.0,1.0,66577.0,624.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.064456721915286
0.0,0.0,45796.0,391.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,7.46775288526816
1.0,1.0,65746.0,1061.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,4.019523399368361
0.0,0.0,101800.0,1521.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.4676125848241828
0.0,0.0,76208.0,2422.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.7182130584192437
1.0,1.0,52378.0,370.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,5.673758865248227
0.0,1.0,24700.0,397.0,4.0,1.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,7.377598926894701
0.0,0.0,70668.0,447.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,7.312614259597805
1.0,0.0,91333.0,223.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,12.383900928792569
0.0,0.0,58486.0,719.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.291005291005291
1.0,0.0,29517.0,1009.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,3.005710850616171
0.0,0.0,114695.0,2189.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.038735983690112
0.0,1.0,41104.0,140.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,20.83333333333333
0.0,0.0,68297.0,1797.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.932876471621859
1.0,1.0,88514.0,545.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,2.5839793281653747
0.0,1.0,32739.0,101.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,13.266998341625206
0.0,0.0,48493.0,1838.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.063983488132094
0.0,0.0,563.0,1588.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,1.382306477093207
1.0,1.0,1061.0,158.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,12.919896640826874
1.0,1.0,114021.0,1844.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,0.6858710562414265
0.0,0.0,94521.0,1526.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.255022550225502
0.0,0.0,38838.0,387.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,6.844626967830254
0.0,0.0,92984.0,2775.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.391304347826087
1.0,1.0,3838.0,650.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0
1.0,1.0,76202.0,2422.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.4538725878932062
1.0,0.0,19096.0,323.0,4.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,7.880220646178093
0.0,0.0,86401.0,712.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.74712643678161
1.0,0.0,22047.0,304.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,6.6006600660066
0.0,0.0,36576.0,3287.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,0.6889085719909458
0.0,1.0,94958.0,192.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,6.84931506849315
0.0,0.0,7993.0,402.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,7.304116865869854
0.0,0.0,80910.0,352.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,9.587020648967552
1.0,1.0,97493.0,822.0,4.0,4.0,4.0,1.0,1.0,5.0,3.0,5.0,1.0,1.80766449746927
0.0,1.0,53841.0,191.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,8.018327605956472
0.0,1.0,32342.0,101.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,19.90049751243781
1.0,1.0,1292.0,102.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,2.0,9.9009900990099
1.0,1.0,88618.0,404.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,7.275132275132274
0.0,0.0,71311.0,1514.0,3.0,1.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,2.8913672036348617
0.0,0.0,20999.0,689.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,3.0,4.0,4.647232784114913
0.0,1.0,84538.0,1319.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.1745360582569886
0.0,0.0,77678.0,1836.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.238292011019283
0.0,1.0,18361.0,169.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,1.0,4.0,13.63073110285006
0.0,1.0,4077.0,431.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,6.277463904582548
0.0,1.0,49950.0,250.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,5.0,5.0,11.428571428571429
1.0,1.0,107506.0,711.0,2.0,2.0,2.0,1.0,3.0,5.0,4.0,4.0,3.0,3.2881216605014387
1.0,1.0,68688.0,175.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,10.909090909090908
0.0,1.0,74140.0,678.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.427592116538132
0.0,1.0,62009.0,2586.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,1.2410027302060065
0.0,1.0,79053.0,356.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,5.847953216374269
0.0,0.0,125849.0,1013.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.994908655286014
0.0,1.0,109379.0,1189.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,3.878975950349108
0.0,0.0,25023.0,2483.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,1.1614401858304295
1.0,1.0,78048.0,227.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,3.0,7.135575942915392
0.0,0.0,17416.0,2686.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0768126346015794
0.0,0.0,25091.0,369.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,6.396588486140725
0.0,0.0,9296.0,2249.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.1285653469561514
0.0,0.0,77070.0,991.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.360831041857623
0.0,0.0,24440.0,3491.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.299545159194282
0.0,1.0,113078.0,569.0,1.0,0.0,1.0,4.0,4.0,4.0,5.0,3.0,4.0,6.477329347284504
0.0,1.0,88465.0,145.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,19.047619047619047
0.0,0.0,94783.0,189.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,10.38062283737024
1.0,1.0,126497.0,1849.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,2.565418163160595
0.0,0.0,57891.0,305.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.876543209876544
0.0,1.0,124995.0,184.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,16.431924882629108
1.0,1.0,73496.0,1182.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.860114404576183
0.0,1.0,103169.0,491.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.3840947546531304
1.0,1.0,96064.0,1235.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,3.0,5.0,3.745318352059925
1.0,1.0,11275.0,216.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,3.0,7.383966244725738
0.0,0.0,66102.0,1739.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,1.9938372303788288
0.0,1.0,41252.0,852.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,5.0,3.50140056022409
0.0,0.0,56953.0,2565.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,0.8755472170106317
1.0,1.0,59142.0,1744.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,1.8076644974692693
0.0,0.0,102222.0,2811.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.488606435360128
1.0,1.0,91564.0,680.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,2.0,5.0,6.41025641025641
1.0,1.0,86532.0,762.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.480278422273782
0.0,1.0,98280.0,1188.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0703933747412004
0.0,0.0,79879.0,1096.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,2.7870680044593086
0.0,1.0,19707.0,409.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,3.2743942370661427
0.0,0.0,79791.0,1886.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.181940248405505
0.0,1.0,18804.0,448.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,5.0,6.690997566909975
1.0,1.0,39028.0,406.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.635046113306983
0.0,1.0,94419.0,248.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.873563218390805
1.0,0.0,61588.0,1609.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,1.9504583577140628
1.0,1.0,84632.0,707.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.3696819496076005
1.0,1.0,11617.0,468.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,3.52112676056338
1.0,1.0,22845.0,147.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,8.097165991902834
0.0,0.0,98571.0,3560.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.1839708561020037
0.0,0.0,59338.0,2449.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.4384726036354123
0.0,1.0,113857.0,1363.0,4.0,4.0,4.0,1.0,1.0,5.0,3.0,4.0,1.0,1.139211665527455
0.0,0.0,80360.0,368.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,9.971509971509972
1.0,1.0,59126.0,1723.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,5.0,2.1941854086670323
0.0,0.0,67041.0,3028.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.278772378516624
0.0,0.0,115011.0,1998.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.224340641881157
0.0,0.0,119786.0,912.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,1.0,1.3175230566534917
0.0,0.0,7140.0,2599.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,1.605532913424725
0.0,0.0,5890.0,2503.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,1.664745806121142
1.0,1.0,22997.0,489.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,5.093378607809847
1.0,1.0,92947.0,151.0,3.0,0.0,0.0,1.0,1.0,4.0,5.0,4.0,1.0,9.296148738379816
0.0,0.0,7153.0,135.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,18.43971631205673
1.0,1.0,107072.0,395.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,6.734006734006734
0.0,1.0,47307.0,558.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,5.0,4.0,4.559270516717325
0.0,0.0,124898.0,728.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.233494363929147
1.0,1.0,31783.0,602.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.273504273504273
0.0,0.0,66692.0,2297.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.5296898901404532
1.0,1.0,109549.0,951.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,2.85442435775452
0.0,1.0,101811.0,1521.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,1.8507094386181369
1.0,1.0,116325.0,371.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,3.538570417551309
1.0,1.0,30402.0,775.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,3.4285714285714284
1.0,1.0,16784.0,642.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,2.2461814914645104
0.0,0.0,77597.0,731.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.615724027276374
0.0,0.0,43035.0,192.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,10.273972602739724
1.0,1.0,89763.0,944.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.192848020434228
1.0,1.0,109976.0,971.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0,3.0,2.489884842826019
0.0,0.0,95573.0,441.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,2.464571780653112
0.0,0.0,114075.0,1892.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.673360107095047
1.0,1.0,50642.0,373.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,8.456659619450317
0.0,0.0,48441.0,1773.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,4.0,1.601708489054992
0.0,1.0,52068.0,351.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,8.86917960088692
0.0,0.0,114870.0,325.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.76470588235294
1.0,1.0,23958.0,936.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,4.182754182754183
0.0,0.0,16890.0,3444.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,0.9405568096313016
0.0,0.0,18406.0,284.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,8.680555555555555
0.0,1.0,27827.0,509.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.831417624521073
1.0,1.0,67190.0,985.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,4.0,5.0,2.7649769585253456
0.0,0.0,85189.0,2251.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.984970934354176
1.0,1.0,52932.0,679.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,5.0,3.0,3.851091142490372
1.0,1.0,76171.0,546.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,2.579979360165119
0.0,1.0,117519.0,872.0,0.0,0.0,0.0,4.0,2.0,5.0,3.0,4.0,2.0,3.08641975308642
0.0,1.0,19899.0,296.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,7.575757575757575
0.0,0.0,73608.0,2279.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,1.9616085189855683
1.0,0.0,96929.0,1041.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,3.5056967572305
0.0,0.0,32245.0,101.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,21.55887230514096
0.0,0.0,52940.0,679.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.711596063329054
1.0,1.0,25319.0,432.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,7.518796992481203
1.0,1.0,47083.0,351.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.86917960088692
0.0,1.0,26452.0,787.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,4.133784291619691
0.0,0.0,111203.0,1506.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2.9057700290577
1.0,1.0,75792.0,813.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,3.285870755750274
1.0,1.0,33061.0,84.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,5.0,19.92753623188406
